"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","record_id","session","project","state_1_ids","state_1_key","state_1_choice","state_1_rt","transition","state","state_2_ids","state_2_key","state_2_choice","state_2_rt","outcome","rocket_colors","planet_colors","screen_resolution","minimum_resolution","trial","drifts","drift_ix","browser_interactions","missing"
"true","false","[]","[]","[]","preload","0","268","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","2459","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","2","3544","0.0-2.0","1081","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","3","6320","0.0-4.0","2773","","","[{""page_index"":0,""viewing_time"":1186},{""page_index"":1,""viewing_time"":811},{""page_index"":2,""viewing_time"":775}]","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","4","23207","0.0-5.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1063","1","1","[2,3]","null","null","null","null","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","1","[0.44,0.385,0.62,0.421]","1","0","true"
"","","","","","two-step-trial","5","38535","0.0-5.1-0.1","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","6010","1","1","[2,3]","1","3","7307","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","1","[0.44,0.385,0.62,0.421]","1","0","false"
"","","","","","two-step-trial","6","45192","0.0-6.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","3537","1","1","[2,3]","1","3","1110","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","2","[0.427,0.383,0.623,0.388]","1","0","false"
"","","","","","two-step-trial","7","50106","0.0-7.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1345","1","1","[2,3]","1","3","1560","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","3","[0.366,0.399,0.638,0.394]","1","0","false"
"","","","","","two-step-trial","8","108456","0.0-8.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1242","1","1","[2,3]","null","null","null","null","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","4","[0.352,0.371,0.644,0.424]","1","4","true"
"","","","","","two-step-trial","9","120260","0.0-8.1-0.1","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","7951","1","1","[2,3]","1","3","1835","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","4","[0.352,0.371,0.644,0.424]","1","2","false"
"","","","","","two-step-trial","10","140395","0.0-9.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","null","null","null","1","null","[0,1]","null","null","null","null","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","5","[0.387,0.418,0.671,0.445]","1","3","true"
"","","","","","two-step-trial","11","144620","0.0-9.1-0.1","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1136","1","1","[2,3]","1","3","1074","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","5","[0.387,0.418,0.671,0.445]","1","0","false"
"","","","","","two-step-trial","12","149090","0.0-10.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","984","1","1","[2,3]","1","3","1474","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","6","[0.376,0.44,0.655,0.477]","1","0","false"
"","","","","","two-step-trial","13","152984","0.0-11.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","944","1","1","[2,3]","1","3","939","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","7","[0.376,0.46,0.674,0.453]","1","0","false"
"","","","","","two-step-trial","14","157000","0.0-12.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","997","0","0","[0,1]","1","1","1006","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","8","[0.37,0.476,0.645,0.47]","1","0","false"
"","","","","","two-step-trial","15","161088","0.0-13.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","912","1","1","[2,3]","1","3","1164","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","9","[0.349,0.439,0.653,0.482]","1","0","false"
"","","","","","two-step-trial","16","165674","0.0-14.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1634","1","1","[2,3]","1","3","939","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","10","[0.347,0.471,0.629,0.478]","1","0","false"
"","","","","","two-step-trial","17","170898","0.0-15.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","927","0","0","[0,1]","1","1","2284","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","11","[0.346,0.411,0.666,0.456]","1","0","false"
"","","","","","two-step-trial","18","181856","0.0-16.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1910","0","0","[0,1]","1","1","7034","1","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","12","[0.371,0.413,0.638,0.405]","1","0","false"
"","","","","","two-step-trial","19","190139","0.0-17.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","4469","0","0","[0,1]","1","1","1800","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","13","[0.354,0.425,0.641,0.388]","1","0","false"
"","","","","","two-step-trial","20","198083","0.0-18.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1031","1","1","[2,3]","1","3","4902","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","14","[0.315,0.45,0.635,0.335]","1","0","false"
"","","","","","two-step-trial","21","202482","0.0-19.0-0.0","","","","","test3","undefinedundefined","undefined","[0,1]","1","1","1070","1","1","[2,3]","1","3","1316","0","[""#955db9"",""#48a782""]","[""#7f5d5d"",""#5f6f81""]","[980,1644]","1","15","[0.291,0.41,0.635,0.339]","1","0","false"
